,Model Type,seed,Held-out AuROC,Held-out AuPRC,Early Stopping Metric
204,RCSumPool,1780,0.9156488878355885,0.6398514057129927,loss
205,RCSumPoolBias,1780,0.9102741419717123,0.6069745517617355,loss
206,RCWeight,1780,0.9184285788345891,0.6355508382718444,loss
207,Siamese,1780,0.9139020619998881,0.6578979863499712,loss
208,Standard,1780,0.9094431250761175,0.6244546336179839,loss
209,AugWithin,1780,0.9140594055875385,0.6397052527552993,loss
210,AugOut100,1780,0.9171268340865527,0.6673805399360151,loss
211,AugOutDouble,1780,0.9022891177622636,0.6072249465908635,loss
212,NStandard,1780,0.9079321946169772,0.6114291534878877,loss
213,NAugWithin,1780,0.9120966051912345,0.6332458947196347,loss
214,NAugOut100,1780,0.9175164386161829,0.6604499101890697,loss
215,NAugOutDouble,1780,0.9224466519862939,0.6805971675283111,loss
216,RCSumPool,6117,0.9149173035841834,0.613163725047044,loss
217,RCSumPoolBias,6117,0.9197094427273454,0.640721265850043,loss
218,RCWeight,6117,0.9193900925039032,0.6348024663321867,loss
219,Siamese,6117,0.9185199882930061,0.6466253030184995,loss
220,Standard,6117,0.9144027567940612,0.6278942062518524,loss
221,AugWithin,6117,0.9091954006436103,0.5822905830345677,loss
222,AugOut100,6117,0.9127707585188404,0.6356778156838435,loss
223,AugOutDouble,6117,0.9137310035647631,0.6202036263252501,loss
224,NStandard,6117,0.9184569685688612,0.6348862831600709,loss
225,NAugWithin,6117,0.9175655377701413,0.6327943421160359,loss
226,NAugOut100,6117,0.9123367178833932,0.5856725675603017,loss
227,NAugOutDouble,6117,0.9182037239102456,0.6510714461302768,loss
228,RCSumPool,9295,0.9200139809155155,0.6425396383707725,loss
229,RCSumPoolBias,9295,0.9209114805342427,0.6688010477579077,loss
230,RCWeight,9295,0.9185711789612044,0.6283865343312663,loss
231,Siamese,9295,0.9209672313892263,0.6708104534839714,loss
232,Standard,9295,0.9133991728301192,0.6317409748030137,loss
233,AugWithin,9295,0.9137404668095205,0.6523039657636336,loss
234,AugOut100,9295,0.9178811164105283,0.6523064737662567,loss
235,AugOutDouble,9295,0.9072786478477016,0.6313947996339229,loss
236,NStandard,9295,0.9136097986002079,0.646072167924803,loss
237,NAugWithin,9295,0.9186517536901168,0.6431114680439947,loss
238,NAugOut100,9295,0.920192513942514,0.6779305259631083,loss
239,NAugOutDouble,9295,0.922068807938373,0.6665411965886855,loss
