,Model Type,seed,Held-out AuROC,Held-out AuPRC,Imbalance
102,NAugOut100,1780,0.9243267861394461,0.6978868537638724,upsample
103,NAugOutDouble,1780,0.9243007279292444,0.6923074619663502,upsample
104,RCSumPool,6117,0.9245900769238364,0.6961673727642559,upsample
105,RCSumPoolBias,6117,0.9252079650896787,0.6996933556087065,upsample
106,RCSumPoolBiasHalf,6117,0.9013361072983834,0.6464252813019161,upsample
107,RCWeight,6117,0.9272900503718919,0.6992568717772923,upsample
108,Siamese,6117,0.9274454395937772,0.7086978813796495,upsample
109,Standard,6117,0.9237460652102596,0.6744412230598915,upsample
110,AugWithin,6117,0.9258563687911513,0.7081107908943047,upsample
111,AugOut100,6117,0.9214901099491892,0.6899176839285865,upsample
112,AugOutDouble,6117,0.9192756078146103,0.6657358367765716,upsample
113,NStandard,6117,0.9263169819435805,0.6866203323499407,upsample
114,NAugWithin,6117,0.930778764698202,0.7190666652632303,upsample
115,NAugOut100,6117,0.9267070322057536,0.6986332245688999,upsample
116,NAugOutDouble,6117,0.9242106556684563,0.6820269130982632,upsample
117,RCSumPool,9295,0.9250316264382761,0.6955442470088639,upsample
118,RCSumPoolBias,9295,0.9265325107716411,0.6927956671572832,upsample
119,RCSumPoolBiasHalf,9295,0.9067276881375347,0.6421473555010122,upsample
120,RCWeight,9295,0.928115135595954,0.7039339914129692,upsample
121,Siamese,9295,0.927866416837005,0.7033704490643217,upsample
122,Standard,9295,0.920710146573318,0.6855034079231608,upsample
123,AugWithin,9295,0.9231354116264603,0.6992701813187878,upsample
124,AugOut100,9295,0.9187784445936621,0.6737438945223468,upsample
125,AugOutDouble,9295,0.9211229977694172,0.673239931737592,upsample
126,NStandard,9295,0.9269830777982953,0.6979342815602778,upsample
127,NAugWithin,9295,0.9272124586223051,0.7146310935240757,upsample
128,NAugOut100,9295,0.9236212258111236,0.6835065730864012,upsample
129,NAugOutDouble,9295,0.9249264335581473,0.684958466870298,upsample
